,PROJECT,DATE,SITE,SAMPLE,SUBSTRATE,AVERAGE.DEPTH,CPOM.OM.AREA.g.m2,CPOM.ASH.AREA.g.m2,EPIL.OM.AREA.g.m2,EPIL.ASH.AREA.g.m2,EPIL.CHLA.MG.M2.HAUER,EPIL.PHAEO.MG.M2.HAUER,EPIL.640.664,PHICOCYANIN.MG.M2,EPIL.CHLA.MG.M2.RITCHIE,EPIL.CHLB.MG.M2.RITCHIE,EPIL.CHLC.MG.M2.RITCHIE,EPIL.CHLD.MG.M2.RITCHIE,EPIL.CHL.TOTAL.MG.M2.RITCHIE,EPIP.OM.AREA.g.m2,EPIP.ASH.AREA.g.m2,EPIP.CHLA.MG.M2.HAUER,EPIP.PHAEO.MG.M2.HAUER,EPIP.640.664,EPIP.PHICOCYANIN.MG.M2,EPIP.CHLA.MG.M2.RITCHIE,EPIP.CHLB.MG.M2.RITCHIE,EPIP.CHLC.MG.M2.RITCHIE,EPIP.CHLD.MG.M2.RITCHIE,EPIP.CHL.TOTAL.MG.M2.RITCHIE,FBOM.AREA.g.m2,FBOM.ASH.AREA.g.m2,FBOM.CHLA.MG.M2.HAUER,FBOM.PHAEO.MG.M2.HAUER,FBOM.640.664,FBOM.PHICOCYANIN.MG.M2,FBOM.CHLA.MG.M2.RITCHIE,FBOM.CHLB.MG.M2.RITCHIE,FBOM.CHLC.MG.M2.RITCHIE,FBOM.CHLD.MG.M2.RITCHIE,FBOM.CHL.TOTAL.MG.M2.RITCHIE,FILA.OM.AREA.g.m2,FILA.ASH.AREA.g.m2,FILA.CHLA.MG.M2.HAUER,FILA.PHAEO.MG.M2.HAUER,FILA..640.664,FILA.CHLA.MG.M2.RITCHIE,FILA.CHLB.MG.M2.RITCHIE,FILA.CHLC.MG.M2.RITCHIE,FILA.CHLD.MG.M2.RITCHIE,FILA.CHL.TOTAL.MG.M2.RITCHIE,MACRO.OM.AREA.g.m2,MACRO.ASH.AREA.g.m2,TOTAL.ALGAL.BIOMASS.g.m2,TOTAL.CHLA.MG.M2.RITCHIE
399,RASS,7/27/2020,GR,5,COBBLE,24.875,,,5.907878995,19.13717859,7.935405075,2.496749402,1.470338983,14.67183692,9.269110208,3.953004242,-0.243352785,0.235209335,13.21401739,,,,,,,,,,,,3.11E-08,4.02E-07,2.65665,4.78197,1.45,2.31437,5.0184417,0.594109525,0.450777288,0.159719888,6.223080738,6.821631393,8.290057352,3.938298829,0.196914941,1.961538462,4.013317798,0.762470602,0.336604244,0.05979678,5.172213393,,,1.27E+01,18.30086971
405,RASS,8/3/2020,GR,1,COBBLE,24.875,,,4.545781423,12.37462721,7.922918206,2.933165463,1.21942446,10.60050974,9.788302342,2.476279074,-3.72657984,0.02655494,8.564610813,,,,,,,,,,,,3.98E-08,1.09E-07,1.811352273,1.9924875,1.5,3.039725,3.021005432,0.835347727,0.299761841,-0.072139761,4.083991068,5.903681763,6.092520069,8.867011517,1.244241939,1.625766871,9.609065326,3.623834694,0.19759284,0.017641893,13.44818296,,,1.04E+01,22.4183731
406,RASS,8/3/2020,GR,2,COBBLE,31.75,,,7.094599197,33.55553674,12.15908842,8.536959975,1.153374233,21.37008326,17.34464602,3.160357282,1.069990194,0.349779559,21.92487804,,,,,,,,,,,,5.14E-08,3.18E-07,4.036785714,3.310164286,1.333333333,1.64592,6.004296929,1.252646357,0.257803952,0.530932571,8.045719119,42.28144153,58.54024836,48.93719754,6.291925398,1.7109375,52.81974679,18.00308715,1.010186745,0.461830541,72.29512803,,,4.94E+01,76.16868974
407,RASS,8/3/2020,GR,3,COBBLE,29.125,,,31.12948313,190.8690374,32.97313773,16.46705813,1.331450094,42.63131563,42.7477662,11.46256258,1.757894335,0.406649699,56.37511104,,,,,,,,,,,,4.66E-08,1.19E-07,1.481214286,3.184610714,1.545454545,2.11098,3.422783869,0.60863206,0.62767981,-0.086651036,4.572464119,120.4410363,592.2969493,169.4551538,40.02025972,1.823076923,194.3783218,55.12815421,9.366620459,3.000810547,261.8749873,,,1.52E+02,240.5488719
408,RASS,8/3/2020,GR,4,COBBLE,30.25,,,22.50676245,107.7869314,45.23368196,17.94050864,1.241935484,29.74166354,55.79048052,19.71375262,1.850294854,-0.013509786,77.34130302,,,,,,,,,,,,4.84E-08,2.15E-07,3.076857143,3.384542857,1.4375,3.99905,5.082789381,0.90214719,0.559486714,0.512262143,7.05672,177.8135685,328.8591493,198.1404333,26.71893722,1.76300578,214.7439427,72.40420459,4.010629076,1.38064146,292.5405423,,,2.00E+02,275.6172126
409,RASS,8/3/2020,GR,5,COBBLE,31.25,,,3.280258323,11.6761576,36.75353723,11.96444935,1.220588235,20.4723265,43.86949826,12.95435419,1.314737299,-0.119963733,58.01886033,,,,,,,,,,,,1.97E-08,6.25E-08,3.792613636,3.109943182,1.388888889,5.153125,5.62265625,1.771849432,0.738883523,0.170829545,8.30425,80.39507655,198.9978044,103.6715467,18.43049719,1.644970414,114.2927432,45.63589931,3.545633461,0.745084158,164.2199272,,,8.37E+01,163.7848977
415,RASS,8/10/2020,GR,1,COBBLE,22.875,,,6.319431223,25.05791859,11.88437731,3.418592485,1.234782609,17.67242679,13.02944671,1.75783442,-0.11838163,6.783650596,21.45269022,,,,,,,,,,,,2.10E-08,4.58E-08,3.664575,1.46583,1.388888889,2.9394375,4.06850175,0.769876425,0.484137938,0.154033388,5.476574663,76.03991472,127.2163538,216.99891,26.0398692,1.689230769,234.9297558,58.25355406,16.41048811,1.74012645,311.3352508,,,8.24E+01,252.0277043
416,RASS,8/10/2020,GR,2,COBBLE,24.5,,,7.66983697,24.27222797,25.84781826,6.230947494,1.151567944,17.19165896,29.60368505,7.745894627,1.556711734,0.61281062,39.51927086,,,,,,,,,,,,1.34E-08,3.79E-08,2.492,2.3051,1.4,2.98655,3.117151333,0.861933333,0.309302,-0.074435667,4.213967333,33.39817115,50.66698077,102.6660168,20.61217723,1.600566572,115.197154,37.85381226,6.111701179,1.231090066,160.3943698,,,4.11E+01,147.9179904
417,RASS,8/10/2020,GR,3,COBBLE,35.5,,,7.055431584,27.44042016,26.42377508,8.533994344,1.198675497,18.38673882,31.42069832,9.089333993,1.471869097,0.637996161,42.62007277,,,,,,,,,,,,-1.69E-08,1.42E-07,8.124428571,5.777371429,1.290322581,9.48915,10.48208838,3.102436286,0.100701667,0.142740429,13.82802424,33.20338063,93.3323245,93.22371394,13.77359377,1.641638225,101.9814177,29.51618423,6.445370631,1.440744708,139.3842803,,,4.03E+01,143.8842044
418,RASS,8/10/2020,GR,4,COBBLE,29.875,,,14.92812171,63.31123047,40.92571225,15.62294581,1.19005848,32.98848325,49.88259993,13.87161455,1.518671143,1.086916542,66.36008341,,,,,,,,,,,,2.99E-08,8.36E-08,2.658875,4.785975,1.4,3.6895625,5.401887958,1.861680542,0.434515278,0.598416167,8.296533139,98.63514552,180.0621602,202.2562592,39.0722319,1.68487395,227.2186637,61.55536169,14.43539489,2.337223611,305.5479093,,,1.14E+02,282.5031516
419,RASS,8/10/2020,GR,5,COBBLE,32.5,,,10.95991643,60.1287158,25.77289705,7.114393456,1.21402214,24.37324534,30.1194712,6.308246356,2.011991293,0.642638219,39.08252604,,,,,,,,,,,,3.25E-08,2.37E-07,2.479285714,0.991714286,1.333333333,5.8825,3.144405952,0.405869286,0.30745,-0.071599048,3.786144762,43.76002456,78.22420214,132.7443968,11.79950194,1.684210526,142.2094297,25.2948741,12.3516863,0.574292436,180.4311257,,,5.47E+01,175.4733068
425,RASS,8/17/2020,GR,1,COBBLE,26,,,3.883244693,10.22099311,28.90397938,7.864229923,1.295495495,25.4315893,33.79014547,9.126737432,2.025023269,0.613639302,45.55573615,,,,,,,,,,,,2.36E-08,3.07E-07,2.7768,2.56854,1.4,12.454,4.3595838,1.0963134,0.02184,-0.0927966,5.384964,18.28970563,78.00573753,49.62905289,8.372205444,1.469055375,53.33040398,7.478890573,1.727524214,16.58215193,79.11944266,,,2.22E+01,91.48013325
426,RASS,8/17/2020,GR,3,COBBLE,35.75,,,8.460204316,32.5781002,29.93851645,6.028160746,1.109452736,32.21191225,33.92791949,8.148686966,1.950003857,0.784768552,44.81157635,,,,,,,,,,,,0,1.12E-07,1.590875,0.07954375,1.2,9.55955,1.665118813,0.418730813,0.008341667,-0.035443146,2.056757083,74.93426788,59.61511157,124.7815232,12.19455795,1.663716814,134.1263348,24.46691317,11.53585426,1.58990227,171.7198064,,,8.34E+01,169.7193731
427,RASS,8/17/2020,GR,4,COBBLE,28.75,,,18.60344679,74.34305162,35.884139,10.38751392,1.242592593,35.04238608,42.26024757,12.47278771,2.442383574,1.045252695,58.22090781,,,,,,,,,,,,-8.63E-08,2.27E-07,1.705833333,1.279375,1.285714286,5.635,2.482086528,0.731039028,0.414504722,-0.063901667,3.563741389,104.9986272,273.448942,282.266153,28.40414118,1.493887531,304.3451999,52.74074551,30.54762991,1.694939997,389.3303304,,,1.24E+02,349.087534
428,RASS,8/17/2020,GR,5,COBBLE,22.125,,,3.612773816,9.610679861,24.02161371,5.380279562,1.44893617,29.05301507,27.74368796,5.022298222,1.933018313,0.473161128,35.17233294,,,,,,,,,,,,1.77E-08,1.13E-07,2.05473913,2.260213043,1.4375,5.5511625,3.449356761,0.692558674,0.440745391,-0.082989913,4.499690152,13.87459235,27.8860407,36.80595347,7.114170873,1.456575682,41.78758279,6.555647028,3.445239117,0.374370105,52.16309254,,,1.75E+01,72.98062752
494,RASS,8/17/2020,GR,2,,,,,9.119623226,29.52185724,45.42098499,12.15908842,1.321515892,39.24945535,53.37850573,9.582425982,4.927801271,1.078573747,68.9676306,,,,,,,,,,,,,,,,,,,,,,,8.869489073,9.761955547,19.33966056,13.68781148,1.478696742,26.80279011,12.90613752,1.416678216,1.404553151,42.53029324,,,1.80E+01,80.18129584
434,RASS,8/24/2020,GR,1,COBBLE,26.875,,,6.629264576,20.09824657,24.30256826,6.476002292,1.203703704,30.71559253,28.44181897,4.176847066,1.613546162,0.416338335,34.64872574,,,,,,,,,,,,1.64E-08,9.82E-08,1.688382353,2.448154412,1.444444444,28.299375,3.100979779,0.928689338,0.756524926,0.260409265,5.046622279,22.15240906,36.88098436,30.93806839,4.354246663,1.450704225,33.99237544,7.018811586,2.627481298,0.321972207,43.96083938,,,2.88E+01,65.5351742
435,RASS,8/24/2020,GR,2,COBBLE,29.75,,,10.2481766,28.38862713,60.38649715,15.93532564,1.212871287,32.81772415,69.76801412,19.23156487,3.719649908,1.170109319,93.88972929,,,,,,,,,,,,2.68E-08,1.61E-07,0.9345,3.64455,1.375,17.7667,2.7195035,0.8009645,0.454153,-0.070014,3.904621,137.4279017,108.4471405,196.1468619,27.46056066,1.528985507,213.8442203,46.99833433,15.73088037,0.488943367,277.0636028,,,1.48E+02,286.331738
436,RASS,8/24/2020,GR,3,COBBLE,25.25,,,113.1113884,428.7181646,118.4598019,33.10799591,1.243523316,103.7504459,138.5479375,34.62888416,7.894635355,2.566864689,183.6391164,,,,,,,,,,,,1.35E-07,8.13E-07,7.621108696,14.53873043,1.582089552,20.182325,15.78920704,3.726645304,0.406386674,0.860307022,20.78264265,142.7700988,171.5850687,188.8492379,31.05117277,1.512635379,208.7344547,58.98307545,13.68283051,1.893504691,283.2950147,,,2.56E+02,363.0715992
437,RASS,8/24/2020,GR,4,COBBLE,32,,,10.78395446,42.38344894,26.78433341,7.120168633,1.21958457,32.11779306,30.86638119,8.267944197,1.505007849,0.495607976,41.13511509,,,,,,,,,,,,6.40E-08,5.50E-07,3.4176,5.5536,1.631578947,11.7568,6.3999328,1.4005664,0.3286432,0.2083552,8.337536,82.4120892,150.4345036,135.7125469,18.43642147,1.543165468,147.7292308,41.29140793,10.70558707,1.299353412,201.0263943,,,9.32E+01,184.9955447
438,RASS,8/24/2020,GR,5,COBBLE,27.25,,,7.183457064,30.30520949,26.77184655,5.674033149,1.196721311,41.88853401,30.25831498,7.364962072,1.557229074,0.551666306,39.73234678,,,,,,,,,,,,4.93E-08,5.22E-07,2.42525,3.233666667,1.846153846,16.903175,4.319888,0.828727,0.2496645,0.567650806,5.965960583,37.23459531,65.2889029,60.23342473,8.112082201,1.415384615,65.46721048,15.12017422,4.391987806,0.306452194,85.28619766,,,4.44E+01,100.0454135
444,RASS,9/14/2020,GR,1,COBBLE,26,,,17.85107787,61.01261775,37.36071122,9.656095585,1.20499343,,43.83935765,5.094037598,3.74214872,0.59822563,53.27404534,,,,,,,,,,,,2.91E-07,3.36E-06,18.99915789,21.41058947,1.476190476,,31.52128063,4.052505053,2.059859579,1.407850737,39.04170126,7.807365061,20.35859918,26.22180098,4.231245158,1.27008547,29.28463322,3.639229745,1.745371553,0.194407825,34.86382358,,,2.57E+01,104.6452715
445,RASS,9/14/2020,GR,2,COBBLE,20,,,22.32203162,64.54354879,42.043287,14.39174055,1.173258004,,50.9573671,9.987413367,3.351358881,0.94241541,65.23885931,,,,,,,,,,,,1.43E-07,7.90E-07,8.01,11.926,1.5,,14.84339333,2.49835,0.685986667,0.773165,18.80099,106.9772964,132.5468448,256.7593975,59.72446855,1.385826772,293.047188,94.11624215,13.38805908,3.999094165,404.5521582,,,1.29E+02,358.8479484
446,RASS,9/14/2020,GR,3,COBBLE,25.5,,,15.13857456,43.86538772,59.65601533,14.99922671,1.166910688,,69.33235599,12.37103976,4.895084529,0.942941683,87.54183873,,,,,,,,,,,,9.61E-08,8.49E-07,5.4468,8.374455,1.378378378,,9.99295275,1.37537055,0.3614523,0.34645065,12.07629,80.83229156,67.65748776,189.2324599,32.12746652,1.301164725,210.9974151,44.62434352,10.95546797,-1.231562333,265.3468644,,,9.60E+01,290.3227239
447,RASS,9/14/2020,GR,4,COBBLE,32.125,,,25.1701601,65.25090418,95.69311847,32.39686874,1.082568807,,116.6496337,14.60176116,8.85487874,1.609622163,141.7166249,,,,,,,,,,,,2.18E-07,1.89E-06,14.40999,19.21332,1.538461538,,25.81447294,3.49268654,1.43092717,1.41034918,32.14860545,23.12996969,20.63681534,39.06152628,5.695563329,1.294491525,43.03166665,7.379677991,2.391613522,0.307209141,53.11042476,,,4.83E+01,185.4957733
448,RASS,9/14/2020,GR,5,COBBLE,29.125,,,2.861574083,6.446579816,5.734594462,1.043902225,1.213808463,,6.489548698,0.694002579,0.510041306,0.053764797,7.747398149,,,,,,,,,,,,2.55E-07,2.11E-06,3.24015625,4.9250375,1.434782609,,6.167886198,1.315452469,0.786277917,0.383008313,8.652663729,6.109844464,10.65144706,13.55438616,0.81326317,1.338068182,14.37298152,1.616846448,1.221799911,0.076502145,17.28821959,,,8.97E+00,27.03041642
454,RASS,9/21/2020,GR,1,COBBLE,31.75,,,29.16876413,96.97667037,60.43332291,18.50928551,1.046715328,128.8539626,72.73044013,7.167907475,5.704893182,1.094228305,86.69793314,,,,,,,,,,,,2.67E-07,1.86E-06,28.51438636,37.83936136,1.35,,50.67149043,6.274437886,3.69122325,2.359622477,62.99710598,22.0606966,28.04211929,72.7004662,9.598733428,1.271641791,80.16385211,7.27390862,7.180763275,0.428289474,95.04732083,,,5.12E+01,203.5657827
455,RASS,9/21/2020,GR,2,COBBLE,28.875,,,16.09964254,40.9330781,56.75281835,11.49104094,1.114754098,117.4537321,64.63238433,7.567302357,5.100152095,0.640674226,77.94091707,,,,,,,,,,,,6.38E-08,4.47E-07,12.61575,13.877325,1.263888889,,20.65681013,1.754074875,1.77561825,0.693107625,24.87974738,57.25964988,366.5089041,258.1467471,41.6918419,1.254575707,287.7352234,42.15113879,19.39213748,1.604918802,350.8851682,,,7.34E+01,373.0244178
456,RASS,9/21/2020,GR,3,COBBLE,34,,,9.107931401,19.7498302,86.00955178,18.63540289,1.144927536,95.94966049,98.39094914,15.39472803,7.025998897,1.308334852,122.1206117,,,,,,,,,,,,1.19E-07,1.32E-06,14.69771429,19.19348571,1.315068493,,25.76523886,2.57357981,1.830343048,1.210568381,31.37990171,25.73664833,194.7226728,103.6363565,11.50845587,1.220224719,112.467154,14.77409108,5.829438991,0.536939413,133.608314,,,3.48E+01,236.623342
457,RASS,9/21/2020,GR,4,COBBLE,29.25,,,7.623654262,21.86254291,26.17091599,4.964935091,1.173780488,23.35500433,29.50695207,3.807815233,2.14080037,0.319596898,35.7753477,,,,,,,,,,,,1.49E-07,1.34E-06,12.4956,15.3852075,1.313432836,,21.28975583,2.056535325,1.689675975,1.132890525,26.16900098,3.465602195,25.62922392,9.333128908,1.13330851,1.305882353,10.1711719,1.030885571,0.684280357,0.091077727,11.97747976,,,1.11E+01,60.9678798
458,RASS,9/21/2020,GR,5,COBBLE,34.625,,,8.885786733,22.82244171,32.71559606,9.240282856,1.037735849,75.29535074,38.54054635,5.035357406,2.8738823,0.579805067,47.0298315,,,,,,,,,,,,1.29E-07,9.38E-07,6.723545455,9.749140909,1.305555556,,12.54530482,1.94170075,1.526439977,1.084030057,17.09756059,29.38317663,105.1786701,84.11952961,10.42147506,1.326226013,91.7723502,13.68774047,5.781264323,0.471997026,111.7139086,,,3.83E+01,142.8582014
464,RASS,9/28/2020,GR,1,COBBLE,27.25,,,12.6949832,46.85732564,49.89128399,16.89067515,1.175622543,55.9149822,60.48623597,10.41437797,5.409880082,1.117540085,77.42840212,,,,,,,,,,,,6.54E-08,2.81E-07,6.614318182,6.812747727,1.333333333,8.26765,10.8399732,1.312793523,0.590274636,0.308737545,13.05184827,25.42051058,51.70430185,90.57891545,14.15714901,1.276536313,101.1078091,13.11207514,7.383314945,0.928083957,122.5319089,,,3.81E+01,172.4340183
465,RASS,9/28/2020,GR,2,COBBLE,28.625,,,11.61699697,28.55845089,108.9916337,25.2016228,1.12034384,86.514358,126.0990832,16.39312359,11.05652366,1.580519867,155.1300344,,,,,,,,,,,,7.29E-08,2.73E-07,7.642875,8.94216375,1.268292683,9.097025,13.20944421,1.237215438,0.5949649,0.34779375,15.38950418,23.28504935,39.25709987,69.10124701,9.42289732,1.249174917,76.31446287,10.44728463,4.782920616,0.413621554,91.95875686,,,3.49E+01,215.6229903
466,RASS,9/28/2020,GR,3,COBBLE,32.875,,,4.282325641,7.158514505,94.20093766,21.55358411,1.112426036,99.19016661,108.1077135,20.25872004,8.464255673,1.748720912,138.5800582,,,,,,,,,,,,5.75E-08,5.40E-07,3.191863636,4.628202273,1.333333333,8.69215,6.072221705,0.783781841,0.5937225,-0.138266273,7.311495636,39.64515793,273.1647634,134.0302794,15.32875035,1.323725055,146.2231344,20.48633405,7.279510537,0.948121853,174.9379952,,,4.39E+01,260.4030696
467,RASS,9/28/2020,GR,4,COBBLE,29.25,,,6.453887206,18.87762008,25.30932205,5.751139563,1.078825348,18.99863046,29.18955312,4.057240226,2.290518452,0.4084879,35.94598041,,,,,,,,,,,,1.04E-07,8.83E-07,7.028775,9.9183825,1.35,12.416625,13.20934388,0.863053425,0.1921023,0.374525775,14.63911313,10.14227905,114.4960304,55.21857944,5.071706481,1.214437367,59.60250282,7.55099125,2.779211528,0.199878489,70.1329505,,,1.66E+01,102.0013998
468,RASS,9/28/2020,GR,5,COBBLE,30,,,6.297996211,23.69543129,15.89994618,5.835529984,1.235815603,13.10419707,19.67607723,2.368588764,1.59902133,0.381488961,24.02530069,,,,,,,,,,,,2.20E-07,3.54E-06,12.015,18.2628,1.391304348,18.846,22.815672,2.901036,0.417273,1.170918,27.305049,54.37044395,835.8367607,137.185976,29.53309207,1.335025381,157.2789546,38.12170202,5.880157448,1.224147915,202.505854,,,6.07E+01,199.7707038
474,RASS,10/5/2020,GR,1,COBBLE,20.375,,,8.740808107,24.35640911,54.54264259,23.10195583,1.0681458,57.2375614,69.19137468,6.909775768,6.939677189,1.017598005,84.05886661,,,,,,,,,,,,1.20E-07,1.03E-06,13.39107692,15.60897404,1.358778626,11.6382,22.8104692,2.552255567,1.715043683,1.042345817,28.12026473,4.32063521,5.943069851,10.91951696,1.300905416,1.318289786,11.91878076,1.5257171,0.954185886,0.093730019,14.49248748,,,1.31E+01,103.9206246
475,RASS,10/5/2020,GR,2,COBBLE,18.125,,,30.76820575,89.69032525,42.41789306,11.14140862,1.031602709,98.7800174,49.88793077,5.535612467,3.90135017,0.658518032,59.98372616,,,,,,,,,,,,4.53E-08,2.25E-07,7.2590625,5.613675,1.264150943,6.3963125,10.79117913,1.05009,0.727680687,0.360995625,12.93001613,57.66885613,110.3110395,114.0351858,23.84372067,1.288888889,128.7363513,31.70136427,6.886590825,1.71409988,169.0391407,,,8.84E+01,189.4154612
476,RASS,10/5/2020,GR,3,COBBLE,21.375,,,7.638658771,13.313091,57.47081331,14.57529752,1.083106267,92.15496188,67.20986262,7.556035764,5.492920237,0.837119796,81.09636155,,,,,,,,,,,,6.41E-08,4.00E-07,5.1364125,6.0495525,1.297297297,8.092575,8.594079525,0.97098075,0.737418263,0.510629513,10.81316576,21.09889139,37.00531682,61.81273131,9.197971023,1.324275362,68.411527,9.771866948,4.276676032,0.560630163,83.02111885,,,2.87E+01,144.2154691
477,RASS,10/5/2020,GR,4,COBBLE,27.625,,,4.590989812,13.70048012,12.67729347,2.69997319,1.198324022,13.57724829,14.51400521,1.668197643,1.12646888,0.174955312,17.4837182,,,,,,,,,,,,1.33E-07,1.39E-06,8.195416667,11.88335417,1.333333333,10.1190375,15.15651457,1.375826292,0.927429569,0.682343639,18.14221536,7.794624209,51.59654259,37.27975529,1.863987764,1.282142857,39.44355561,2.581791351,2.695328551,0.10608287,44.82701145,,,1.24E+01,69.11407539
478,RASS,10/5/2020,GR,5,COBBLE,28.125,,,9.708891188,38.779444,44.80288498,12.67666913,1.154663518,23.40235622,53.3158647,4.855982742,5.015017185,0.650690449,63.83789573,,,,,,,,,,,,1.07E-07,8.75E-07,9.7621875,11.2640625,1.320754717,10.7746875,16.39966781,1.730798438,1.835423438,0.548024063,20.51402063,1.951807577,6.616936407,7.184098654,1.047513826,1.290254237,7.940278813,0.850535621,0.681262485,0.168805499,9.640933225,,,1.17E+01,77.65581133
489,RASS,10/19/2020,GR,1,COBBLE,24.75,,,9.517145264,12.28576934,83.16254571,18.06475298,1.103448276,114.7248602,95.74360265,6.77106817,10.86769047,0.855811119,114.2387902,,,,,,,,,,,,1.67E-07,1.39E-06,17.18145,17.97444,1.343137255,22.8789,27.748512,2.55119535,2.558731725,1.278072675,34.13669738,7.78815471,19.17602117,45.37423766,2.731264791,0.423423423,48.09351363,4.264330835,5.135958594,0.173508625,57.66761582,,,1.73E+01,171.5856283
490,RASS,10/19/2020,GR,2,COBBLE,32.375,,,8.156216875,10.95991643,100.7190831,21.70904562,1.087654321,127.6957704,116.1316211,9.830109618,12.03124953,1.146388142,139.1401114,,,,,,,,,,,,1.36E-07,1.06E-06,13.8306,14.60857125,1.301587302,17.709125,22.1878048,1.73883535,1.8683483,0.929722588,26.72485996,7.91621116,22.36272205,30.3501976,4.423684461,1.161001789,33.40504815,4.659997671,2.348012228,0.376674027,40.78993797,,,1.61E+01,171.724474
491,RASS,10/19/2020,GR,3,COBBLE,24.625,,,12.39567249,40.3859007,69.7516487,12.70476458,1.117647059,55.8604983,79.0091621,3.876386698,10.06957923,0.669836817,93.625482,,,,,,,,,,,,2.76E-07,2.89E-06,28.491125,30.31747917,1.376623377,32.25875,46.36940581,4.163956167,3.579796444,1.980041528,56.09350913,4.069721417,14.65647495,23.86263836,10.0146414,1.209827357,29.80668149,7.339437672,2.562983322,0.996142667,40.70542067,,,1.65E+01,155.1852494
492,RASS,10/19/2020,GR,4,COBBLE,21.125,,,10.51211954,40.36134787,32.22548646,7.068816385,1.105882353,55.46765299,37.06218145,2.621643448,4.099273692,0.439540269,44.22287895,,,,,,,,,,,,2.20E-07,2.00E-06,21.9974625,25.77651375,1.3625,23.807875,37.37520345,4.068932725,2.835293988,1.721774113,46.00145144,,,,,,,,,,,,,1.05E+01,74.4373849
493,RASS,10/19/2020,GR,5,COBBLE,17.375,,,11.69065547,45.81792243,46.66342842,6.747279515,1.205128205,29.74622335,51.51451551,5.960910528,5.686428108,0.497577914,63.65975444,,,,,,,,,,,,1.51E-07,1.18E-06,13.40191667,16.18539167,1.407407407,15.2761,22.66238625,3.053833861,1.242692819,0.988793875,27.94785353,4.234452826,9.061796421,9.219626095,1.313361831,1.284172662,9.951047811,2.906642351,0.475394829,0.131319244,13.46445896,,,1.59E+01,84.12794957
262,LTREB,6/22/2021,GR,1,COBBLE,22.25,,,14.34762262,58.14812071,1.137865913,41.51946285,1.163265306,31.88202742,25.51534423,3.476248076,1.967783545,1.71424448,32.67379079,,,,,,,,,,,,3.46E-08,8.90E-08,-1128.7425,1615.289925,5000,4.2186,-168.0313993,-276.8499638,-428.1917715,25.9738935,-847.0989295,,,,,,,,,,,,,1.43E+01,-142.516055
263,LTREB,6/22/2021,GR,2,COBBLE,33,,,27.72833134,127.699278,3.212246979,53.43037476,1.032846715,60.44088752,34.8222107,6.249307622,2.316498704,1.042754836,44.43098613,,,,,,,,,,,,3.38E-08,1.74E-07,-2185.128,2943.7551,5250,49.401,-405.571353,-628.406955,-888.060261,-142.050282,-2064.090105,,,,,,,,,,,,,2.77E+01,-370.7491423
264,LTREB,6/22/2021,GR,3,COBBLE,31.5,,,3.283064361,9.454009411,0.568152527,8.806364168,1.313953488,6.958272521,5.817755722,0.616410229,0.45082979,0.071392058,6.956424582,,,,,,,,,,,,4.50E-08,1.82E-07,-67.284,232.1298,15909.09091,27.3105,-85.5536535,-128.8422765,-204.552621,-33.5947185,-452.5435845,,,,,,,,,,,,,3.28E+00,-79.73589778
265,LTREB,6/22/2021,GR,4,COBBLE,18.25,,,2.185202027,5.720809801,2.491130311,2.602575614,1.11409396,4.998956547,3.922741111,1.146863263,1.176387306,0.020251176,6.266264217,,,,,,,,,,,,4.43E-08,3.05E-07,-506.766,684.1341,12812.5,23.141,-89.363388,-145.0737395,-194.3480278,-30.23990325,-459.0252958,,,,,,,,,,,,,2.19E+00,-85.44064689
266,LTREB,6/22/2021,GR,5,COBBLE,36.25,,,23.21411784,95.42867278,128.4274448,-114.3656698,1.18327606,48.55030185,61.22392795,11.68391501,10.97636799,0.987437903,84.8720154,,,,,,,,,,,,4.53E-08,9.43E-08,-1626.03,2181.59025,8333.333333,42.95625,-298.5209975,-452.3920975,-631.75978,-101.8818575,-1484.555675,,,,,,,,,,,,,2.32E+01,-237.2970695
283,LTREB,7/7/2021,GR,1,COBBLE,12.125,,,16.20486896,62.36419268,2.840762635,35.09434455,1.114624506,29.40610817,23.10074046,2.004899944,1.637857206,0.752547567,27.49619741,,,,,,,,,,,,3.60E-08,1.01E-07,,,1.387096774,15.629125,2736.263802,227.6531466,209.1512328,31.73321552,3204.818957,,,,,,,,,,,,,1.62E+01,2759.364542
284,LTREB,7/7/2021,GR,2,COBBLE,22.75,,,11.12594034,41.82867186,0.24349394,19.41458349,1.309455587,12.90426686,11.75747789,1.87439872,0.89567194,0.302469328,14.83009084,,,,,,,,,,,,3.49E-08,1.22E-07,,,1.368421053,21.38045,1375.028264,58.03396831,131.5405,39.85671831,1604.468743,,,,,,,,,,,,,1.11E+01,1386.785742
285,LTREB,7/7/2021,GR,3,COBBLE,23.25,,,12.72070522,50.38591832,0.796037881,37.74546287,1.195238095,19.76678334,23.30729002,2.999840929,1.73269819,0.463438149,28.50341387,,,,,,,,,,,,7.36E-08,3.59E-07,,,1.38,16.574925,7250.012625,680.8387917,678.9477917,262.1566667,8872.003667,,,,,,,,,,,,,1.27E+01,7273.319915
286,LTREB,7/7/2021,GR,4,COBBLE,28.75,,,20.56241201,117.1403912,0.939636872,36.64583799,1.163366337,27.4852583,22.56741661,4.369063598,1.20080062,0.713293482,28.85071206,,,,,,,,,,,,7.51E-08,3.53E-07,,,1.361702128,28.30725,8603.899143,364.5861429,661.3584286,-185.8843571,9444.013571,,,,,,,,,,,,,2.06E+01,8626.466559
